title,company,description,posted_date,views,applications
Backend Developer (Python),Volindo,"<b>What is the purpose of this position?</b><br>We are looking for a Python Developer (3+ years of commercial experience), who will join a project related to the travel domain. Vacancy requires relocation to UAE.<br><br><b>Requirements:</b><br>- Working experience with Python (at least 3 years).<br>- High level of proficiency with AWS.<br>- Good working skills with CI/CD.<br>- Hands-on experience with AI technologies, or an excellent understanding of it.<br>- Upper Intermediate+ English level.<br><br><b>Will be a plus:</b><br>- Experience with C++, and Java.<br><br>UAE Company - Ukraine Team. Join us!<br><br>If this sounds like the perfect match for you, don't hesitate!<br>Jump right in and submit your application. Get ready to rock this opportunity!",11:08 05.03.2024,219,31
Senior Python Full-Stack Developer,Synergetica,"Our customer is developing a complex system for the security and monitoring of the mining industry with extensive usage of AI and sensors placed on various equipment. They offer comprehensive hardware with 24/7 coverage and monitoring, with high requirements for the security and stability of the system. The system enhances productivity by optimizing maintenance strategies, streamlining mining operations with full site coverage, and significantly improving work safety.<br><br>Your responsibilities here would include:<br>- Working on the creation of a dashboard gathering and displaying information from a variety of sensors installed on the hardware<br>- Utilizing Python and Plotly module for the dashboard creation<br>- Connecting the dashboards to databases using REST API<br><br>Requirements for this role are:<br>- 5+ years of Python experience<br>- 5+ years of experience working with ReactJS<br>- Experience with PyTest and unit testing for Python<br>- Experience with BigQuery, Firebase RTDB<br>- Experience with monitoring tools (ideally Datadog)<br>- Experience with cloud storage<br>- Experience with REST API<br>- Good spoken and written English level (ideally Upper-Intermediate or higher)<br><br>It'd be a significant advantage once you possess:<br>- Experience with Plotly<br>- Experience with PostgreSQL, MongoDB<br>- Experience with ELK, Prometheus<br>- Experience with Google Cloud Platform (cloud runs, logs, and API gateways)<br><br>Instead, we'd be glad to offer:<br>- Competitive salary depending on your experience<br>- Professional development opportunities<br>- Study and practice of English: courses and communication with colleagues and clients from different countries<br>- Yoga classes<br>- Compensation package (paid vacation, sick leaves)<br>- Flexible working hours (from 9-11 to 18-20)<br>- Comfortable office or possibility to work remotely",10:13 05.03.2024,223,22
АІ спеціаліст для інтеграції чатботів,HowSimpl,"Ти - експерт у сфері штучного інтелекту і маєш досвід у підключенні API? Тоді ця вакансія для тебе!<br><br><b>Вимоги:</b><br>- Досвід у розробці та інтеграції чатботів<br>- Вміння у підключенні API<br>- Досвід роботи з інтеграцією чатботів з Мета API, веб-сайтів, WhatsApp, Telegram тощо<br>- Аналітичні навички та вміння швидко вирішувати проблеми<br><br><b>Обов'язки:</b><br>- Розробка та інтеграція чатботів з різними платформами<br>- Тестування та відлагодження інтеграційних рішень<br>- Забезпечення безперервної роботи інтеграцій<br><br>Ми пропонуємо конкурентну заробітну плату, можливості для професійного зростання та цікаві проекти. <br><br><b>Приєднуйся до нашої команди та створюй найкращі рішення у світі чатботів!</b>",21:35 04.03.2024,127,37
Python Developer,REATH Global LLC,"We are looking for a skilled Python Developer to join our innovative team, focusing on developing backend solutions for AI systems. The ideal candidate will have experience with FastAPI, a strong understanding of API interactions, and an interest or experience in AI technologies, particularly Large Language Models (LLM). While frontend development skills are not a core requirement, they will be considered a significant advantage. This role also values a strong foundation in DevOps practices.<br><b>Responsibilities:</b><br>- Design and develop robust backend services using Python and FastAPI.<br>- Integrate and manage interactions with various APIs, ensuring seamless data exchange.<br>- Contribute to the development and maintenance of AI systems, with an emphasis on leveraging Large Language Models.<br>- Work collaboratively with frontend developers to integrate backend services with web and mobile applications.<br>- Implement security, data protection measures, and best coding practices.<br>- Be willing to engage with and refactor legacy code as necessary.<br>- Apply DevOps principles in the development lifecycle to improve deployment and scalability.<br><br><b>Requirements</b><br>- 3-5 years of experience in Python development, with a focus on backend technologies.<br>- Proficient in developing applications using FastAPI or similar Python frameworks.<br>- Strong understanding of RESTful API development and integration.<br>- Experience with or interest in AI technologies, especially Large Language Models, is a significant plus.<br>- Knowledge of frontend technologies (HTML, CSS, JavaScript) is highly valued but not required.<br>- Experience with DevOps tools and practices is a major plus.<br>- Excellent problem-solving skills and attention to detail.<br><br><b>Additional Skills (Nice to Have)</b><br>- Familiarity with cloud services (e.g., AWS, Google Cloud Platform).<br>- Experience with containerization technologies (e.g., Docker).",14:38 06.03.2024,92,29
Junior Strong Python Engineer,Geniusee,"Our mission at Geniusee is to help businesses thrive through tech partnership and strengthen the engineering community by sharing knowledge and creating opportunities🌿<br><br>Our values are Continuous Growth, Team Synergy, Taking Responsibility, Conscious Openness and Result Driven. We offer a safe, inclusive and productive environment for all team💜 members, and we’re always open to feedback <b>If you want to work from home or work in the offices in Kyiv or Lviv with stable electricity and Wi-Fi , great — apply right now.</b><br><br><br><b>About the project:</b><br>Together we will develop an ecosystem of tools for transport and logistics for one of the largest consulting companies in the United States.<br><br><b>What you will need:</b><br><br>● 1+ years of experience with Python;<br>● Experience with best code styles practice;<br>● Experience with pytest and other testing frameworks;<br>● Experience with SQL and NoSQL databases;<br>● Experience FastAPI, Django, or Flask;<br>● Experience withDataX (Data Science or Data Analytics or Data Engineering);<br>● Upper-Intermediate English level.<br><br><br><b>Would be a plus:</b><br>● Experience with Docker;<br>● Experience with cloud infrastructure.<br><br><b>What will you get:</b><br><br><b>Compensation</b><br><br>● Consistent pay with no delays. No matter what comes your way, a steady paycheck provides a foundation of flexibility.<br>● Grow your career along with the salary. We believe your compensation should reflect your experience, skills and contributions — that’s why we conduct regular compensation reviews.<br>● Your time is valuable. We compensate all the valuable time and expertise you invest in.<br>● Share the talent & get rewarded. The more successful hires that come from your referrals, the more referral bonuses you’ll earn — turn your network into extra income.<br>● Balance, backed by benefits. Stay stress-free with our paid Reserve policy, knowing that your time off is both earned and protected.<br><br><b>Benefits</b><br><br>● Rewarding your hard work. We support your adventures and quality time with 18 working days of vacation, plus special emergency days, and an extra day for employees after 3 & 5 years of work.<br>● Health first. 15 days of paid sick leave to look after your physical and mental health.<br>● Wellness, tailored to you. We provide insurance or compensation for your health-related activities within our health and wellness system.<br>● Future-ready fluency: we offer corporate English classes designed to meet your individual goals and preferences.<br>● Take time for yourself. Get the break you deserve with the days off for official holidays!<br>● Seamless management. Get your days off easier and quicker with our ERP System. Review and take a day off with a few clicks of a button.<br>● Celebrating your milestones. Whether it’s your birthday, work anniversary, the birth of a child, or a special holiday — we cherish these occasions by presenting you with a heartfelt gift.<br>● Make your workday flexible. Enjoy our hybrid work schedule and get the freedom to find the right balance for you.<br>● “We’ve got you covered. Our offices in Kyiv and Lviv are equipped with a backup Internet line, starter lines, powerful batteries, and generators to ensure uninterrupted workflow. (Offices). We also compensate for your home equipment and coworking expenses for your stable work outside the office.”<br><br><b>Career</b><br><br>● Let’s drive innovation with shared insights. We understand that knowledge is power, and that’s why we empower our teams to unlock their full potential by sharing their expertise with others — internally and externally.<br>● Certify your success. With our ISTQB and Amazon partnership, we provide you with guidance and resources to achieve professional certifications in your field.<br>● Your growth, our focus. Having a clear vision for your career path is a must. With us, you get reasoning goals, a regular insightful feedback within our performance review system.<br>● Investing in your knowledge. We care about your professional growth. Get compensated for certifications and training programs that will bring skills to the next level.<br>● Guiding your ambitions. Forget about career plateau — we offer a clear career road map and development plan. Let’s grow together!<br><br><b>Culture</b><br><br>● Memorable times together. Discover the joy of team building with our specially designed corporate events and project fun activities.<br>● Openness in the progress. Stay updated on the company’s latest achievements with our regular updates from the top-level management.<br><br><b>Unique</b><br><br>● Embrace teamwork in a friendly environment. By joining us, you will experience the benefits of working in a close-knit, inviting atmosphere where your efforts are recognized, and your progress is fostered.<br>● National heart, global impact. Our company runs its own charity fund that provides ongoing support for the Ukrainian army. Let’s become a part of something bigger together.",13:07 06.03.2024,771,274
Python Developer/Data Engineer,Ajax Systems,"Ajax Systems — це міжнародна технологічна компанія, найбільший в Європі розробник і виробник систем безпеки Ajax із можливостями розумного дому. Це ціла екосистема зі 135 пристроїв, мобільних і десктопних застосунків, серверної інфраструктури. Кожного року ми демонструємо кратне зростання як у чисельності команди, так і в кількості користувачів у всьому світі. Наразі в компанії більше 3 000 працівників. А датчики Ajax охороняють 2,5 млн користувачів у більш ніж 169 країнах світу.<br><br>За розробку пристроїв у Ajax відповідає R&D, який складається з чотирьох департаментів: System, Device, Automation та QA.<br><br>System Department робить пристрої розумними, перетворюючи їх на повноцінний IoT. Вони створили й розвивають OS Malevich (модульна RTOS для різних апаратних платформ) і хмарний сервіс Ajax Cloud (Java 20 / Kotlin, AWS, Akka, NATS, Kafka, Mongo, MySQL). Для керування, обслуговування та моніторингу системи користувачами, інсталяторами й інженерами охоронних компаній розроблені додатки для iOS (Objective-C, Swift), Android (Java, Kotlin), Windows/macOS (Python / C++, QT, QML).<br><br><b>Необхідні знання та навички:</b><br>- 3+ років професійного досвіду як розробник на Python з акцентом на управління даними та комп'ютерний зір<br>- Глибокі знання Python, з досвідом роботи з CVAT та бібліотеками NumPy, Pandas, OpenCV, Fiftyone<br>- Досвід збору, очищення та попередньої обробки даних<br>- Обізнаність з фреймворками машинного навчання, такими як TensorFlow або PyTorch, як перевага<br>- Володіння Git для контролю версій<br>- Відмінні навички розв'язання проблем, з можливістю швидко вивчати та адаптуватися до нових технологій та викликів<br>- Сильні комунікативні та міжособистісні навички, здатність ефективно працювати в невеликій команді<br><br><b>Завдання:</b><br>- Розробляти та підтримувати інструменти та додатки на основі Python для керування наборами даних комп'ютерного зору, включаючи збір даних, організацію та попередню обробку<br>- Співпрацювати з командами різних функціональних напрямів для визначення, проектування та розробки нових вимог до наборів даних, забезпечуючи високу якість та продуктивність<br>- Аналізувати та оптимізувати існуючі набори даних для покращення продуктивності та ефективності моделей<br>- Впроваджувати та підтримувати конвеєри збору даних, забезпечуючи їх цілісність та безпеку.<br><br><b>Пропонуємо:</b><br>- можливість пропонувати та реалізовувати власні ідеї, які мають вплив на продукт і виробництво;<br>- роботу у вмотивованій команді та zero bullshit culture;<br>- конкурентну заробітну плату;<br>- медичне страхування;<br>- корпоративну англійську мову;<br>- компенсацію профільного навчання;<br>- можливість взяти участь у проєкті бета-тесту систем безпеки Ajax — отримання та тестування нових гаджетів до їх релізу.<br><br><b>Ajax Systems — це українська історія успіху, місце неймовірної сили та енергії. <br>Долучайтеся, щоб зробити Made in Ukraine синонімом надійності.</b>",12:24 06.03.2024,159,10
Backend Developer,Top Tier,"﻿Відділ розробки — один з наших стратегічно важливих напрямків. Ми створюємо велику кількість ігрових додатків gambling тематики, за допомогою яких приводимо клієнтів з різних соцмереж, in-app платформ та через Google UAC.<br><br><b>Твої навички та досвід</b><br>Досвід роботи від 1 року як Backend Specialist<br><br><b>Знання</b><br>Python<br>Rust чи Go, чи TypeScript / JavaScript<br>Бази данних SQL (MySQL/Postgre/SQLite), NoSQL (Redis, MongoDB)<br>Контроль версій коду Git<br>Json / XML / Yaml<br>Rest API<br>SSL<br>SOLID принципи<br><br><b>Буде плюсом</b><br>Знання та розуміння роботи трекерів, вміння автоматизувати їх роботу<br>Досвід у створенні та налаштуванні ботів для автоматизації<br>Досвід в affiliate сфері<br>Досвід роботи з Keitaro/Affise/Binom.<br>Досвід з command-line із використанням віддаленого доступу до Linux<br>Досвід з алгоритмами шифрування даних<br>Досвід з Docker / Kubernetes<br>Досвід роботи з API (Google Ads, Facebook SDK, Appsflyer, Onesignal, Firebase)<br><br><b>Задачі</b><br>Розробляти Rest Api сервіси<br>Робота з базами данних, їх оптимізацією та бекапами<br>Парсинг даних<br>Автоматизація дій в веб браузері<br>Стежити за роботою серверів, життям доменів, станом трафіку і трекінгових систем<br>Робота з клоакою, постійна оптимізація всіх процесів<br>Інтеграція S2S постбеків<br>Пошук рішень нагальних технічних потреб<br>Вести технічну документацію<br>Працювати з ТГ ботами (інтеграції, автоматизація процесів)<br>Оптимізація роботи cloacking, пошук додаткових рішень<br><br><b>Ми пропонуємо</b><br>Комфортабельний офіс з генератором та інтернетом (500м від метро Нивки)<br>Офісний, гібридний, віддалений формат роботи з графіком з 10−19<br>Кава, печиво та приємні смаколики<br>Випробувальний термін 1 місяць<br>Офіційне оформлення після проходження випробувального терміну<br>Можливість підвищення кваліфікації<br>Необхідні інструменти для комфортної роботи",12:06 06.03.2024,149,21
Python Developer (Scraping),Valid-X,"Requirements:<br>- Strong knowledge of Python<br>- Strong knowledge of scraping practices<br>- Mongo, PostgreSQL<br>- Celery<br>- OOP<br>- Linux<br>- Git<br>- REST API<br>- pet projects on Github/Gitlab<br>- organized, responsible, and fast-learning person<br><br>Do not hesitate to apply if you are missing specific experience.<br><br>We Offer<br>- WFH and flexible working hours<br>- Zero bureaucracy<br><br>Responsibilities:<br>- Design and implement web scraping solutions using tools like<br>- Develop and maintain web scraping scripts and pipelines for data extraction..<br>- Optimize scraping processes for efficiency and scalability.<br>- Monitor and troubleshoot scraping processes to ensure reliability.<br>- Work closely with cross-functional teams to understand data requirements and deliver timely results.",11:54 06.03.2024,318,117
Senior Python Developer,WeCookIT,"The <b>Senior Python Developer</b> participates in all phases of the software development lifecycle. He/She is also responsible for writing server-side web application logic. He/she also develops back-end components, connects the application with third-party web services, and supports the front-end developers by integrating their work with the Python application.<br><br><b>KEY RESPONSIBILITIES</b><br>- Writes effective and scalable Python codes<br>- Helps design and implement functional requirements<br>- Designs and implements robust applications<br>- Builds back-end features in Python that are efficient.<br>- Writes well-crafted, well-tested, readable, maintainable code<br>- Debugs applications to ensure low-latency and high-availability<br>- Designs and implements of low-latency, high-availability, and performant applications<br>- Collaborates with UX/UI designers to implement design into the code<br>- Integrates user-facing elements with server-side logic<br>- Participates in code reviews to ensure code quality and distribute knowledge<br>- Supervises the testing of software and ensures that all the bugs are fixed.<br><br><b>JOB REQUIREMENTS/QUALIFICATIONS</b><br>- Minimum 10 years of experience as a software developer (is a must)<br>- Proven previous work experience as a Senior Python Developer<br>- Experience with asynchronus programming (is a must)<br>- Familiarity with front-end technologies, such as JavaScript, HTML5, and CSS3",12:30 01.03.2024,114,16
Senior Back End Python Developer,Fluvius,"<b>Required Skills:</b><br><br>- Proficient in API, Python Selenium WebDriver, JavaScript, and Captcha.<br>- Solid experience in Web3 Crypto Projects.<br>- Strong technical and coding skills with a passion for system architecture;<br>- Proactive, strong communication skills, and empathetic, team player;<br>- Upper Intermediate or higher English level.<br><br><b>Responsibilities:</b><br><br>- Develop and maintain automated browser control scripts using Selenium WebDriver and Python for Web3 Crypto Projects.<br>- Execute a detailed list of actions on Google Chrome through automated browser control.<br>- Provide examples of past projects involving automated browser control with Selenium WebDriver and Python.<br>- Collaborate with technical specialists for the interview process to showcase skills and problem-solving abilities.<br>- Bugs fixing<br>- Reporting<br>- Having positive leader--subordinate relations with the team<br>- Be curious and interested in self-development<br>- Be happy and energetic<br><br><b>Project description:</b><br>You need to make an automotive control of the browser (Google Chrome) and complete a list of actions (we provide a detailed list of actions).<br>Each project has a particular list of actions that have to be done using an automotive control of the browser.<br>You need to use Selenium WebDriver and develop the script in Python.<br><br><b>What we offer:</b><br><br>- Healthy workplace environment<br>- Strong and friendly development team<br>- Competitive reward<br>- Compensation for education<br>- Flexible schedule<br>- 10 paid vacation days, 4 paid days-off",17:37 07.03.2024,9,0
Software Engineer,SPS Commerce,"What We Expect of You:<br>We are adding to our engineering staff in our Kyiv office to work with and support our engineering community in Ukraine and the US. We understand that our product is a complex mix of Python and Golang, Java, and some front-end parts, and no one will be a perfect fit. With this in mind, we are willing to teach, coach/mentor you, and provide the support needed to grow fast.<br><br>Other requirements include:<br><br>3+ years developing in Python (web applications)<br>Experience JavaScript and React<br>Experience with AWS or any other cloud provider infrastructure (Lambda, API Gateway, Kinesis, S3, EC2, DynamoDB, SQS)<br>Intermediate English<br>Extra Points For:<br><br>Experience with Kubernetes<br>Experience in distributed systems<br>Experience with Docker and configuration management<br>Experience with Golang and Java<br>What We Offer:<br><br>Legal Employment:<br>Continuous learning: technical, soft, and leadership skills; free English language classes; participation in conferences, workshops, and meetups; free access to LinkedIn learning and an internal knowledge database easily work in distributed teams and communicate with American colleagues<br>Medical insurance<br>A sports club membership<br>Paid sick and maternity/paternity leaves<br>28 vacation days<br>Flexible schedule outside the core hours<br>Regular team outings",17:27 07.03.2024,170,19
Senior Software Engineer,SPS Commerce,"What We Expect of You:<br>We are adding to our engineering staff in our Kyiv office to work with and support our engineering community in Ukraine and the US. We understand that our product is a complex mix of Python and Golang, Java, and some front-end parts, and no one will be a perfect fit. With this in mind, we are willing to teach, coach/mentor you, and provide the support needed to grow fast.<br><br>Other requirements include:<br><br>5+ years developing in Python (web applications)<br>Experience JavaScript and React<br>Experience with AWS or any other cloud provider infrastructure (Lambda, API Gateway, Kinesis, S3, EC2, DynamoDB, SQS, OpenSearch)<br>Intermediate English<br>Extra Points For:<br><br>Experience with Kubernetes<br>Experience in distributed systems<br>Experience with Docker and configuration management<br>Experience with Golang and Java<br>What We Offer:<br><br>Legal Employment<br>Continuous learning: technical, soft, and leadership skills; free English language classes; participation in conferences, workshops, and meetups; free access to LinkedIn learning and an internal knowledge database easily work in distributed teams and communicate with American colleagues<br>Medical insurance<br>A sports club membership<br>Paid sick and maternity/paternity leaves<br>28 vacation days<br>Flexible schedule outside the core hours<br>Regular team outings",17:23 07.03.2024,85,6
Senior Python Developer,SQRD.tech,"Experience: Minimum 6 years<br>Industry: Banking and Finance<br>Location: On-site in Wrocław, Poland<br><br>Job Description:<br>We are  seeking a Senior Python Developer with a strong background in Python, Spark, and Databricks to join our team. The ideal candidate will have extensive experience in Kubernetes and containerization, along with proficiency in SQL/Oracle and Gitlab CI/CD. Problem-solving skills and the ability to thrive in an Agile environment are crucial.<br><br>Technical Requirements:<br>- Fluent in English<br>- 6+ years of hands-on development experience in Python, Spark, and Databricks<br>- Proficient in Kubernetes and containerization<br>- Strong knowledge of SQL/Oracle and Gitlab CI/CD<br>- Excellent problem-solving skills<br>- Experience working in Agile methodologies<br><br>Required Technical Skills:<br>- Python<br> - Spark<br>- DataBricks<br>- Kubernetes<br>- Containers<br>- SQL<br>- Oracle<br>- Gitlab<br>- Agile<br><br>About the Project:<br>The Senior Python Developer will be involved in a critical project within the Banking and Finance sector.",16:21 07.03.2024,10,1
Python Developer,GetApp Group,"A few facts about us:<br>- Technical stack of our team: JS (React and Node) and Java, Golang, PHP, Python and others<br><br>- Whereas our business model is outstaff, we offer a search for a project that matches not only the developer's stack but also matches his interests<br><br>- Our developers are involved in long-term projects in the fields of Fintech, Healthcare, Education, E-commerce, SaaS, etc. <br><br>- Each of our developers is involved only in one project (full-time)<br><br>- Our current clients are from the USA and Europe<br><br>- This year we hope to grow up, regardless of the conditions, and organize the work of outsourcing teams<br><br>- Hostilities did not affect the stability of our company: not a single dismissed person, not a single reduction in the rate or other payments because of war, the terms of payment of salaries have not shifted. The founders are optimistic about the future, so our team continues to grow.<br><br>What we offer for your success:<br>+ Competitive salary and regular performance reviews<br>+ The ability to focus on your work: a lack of bureaucracy and micromanagement<br>+ No unpaid overtimes<br>+ Timely salary payment<br>+ 50% compensation for English courses (if it’s needed)<br>+ 20 paid days off<br><br>What you need for this position:<br>- Your own equipment (laptop or PC);<br>- 3+ years of professional software development experience with Python (not freelance!);<br>- Proficiency in working with databases such as MySQL or PostgreSQL;<br>- Familiarity with version control systems (e.g., Git), with other Python frameworks (e.g., Django, Pyramid);<br>- Understanding of containerization technologies like Docker;<br>- At least an Upper-Intermediate level of English;<br>- Focus on simplicity and quality;<br>- Good communication skills.<br><br>If you have any questions about this job post, please feel free to ask.<br>Contact us and become a valuable part of the People-First team.",15:55 07.03.2024,48,10
Python Full Stack Engineer,Railsware,"We're looking for an experienced Full Stack Engineer (Python/JS). In this position, you will build great products, tackle intriguing challenges, and contribute to our engineering culture. You will work in pairs and use test-driven development a lot. We need you to have experience in building complex web applications and the ability to write clean and maintainable code.<br><br><b>Your skills</b><br><br>🔶 Excellent general programming skills, ability to work with complex codebases<br>🔶 Solid knowledge of Python<br>🔶 Practical experience with different DBs (e.g. RDBMS, Key Value / Tuple Store, Wide Column Store / Column Families, Document Store)<br>🔶 Experience with cloud hosting providers (e.g. Google Cloud or AWS)<br>🔶 Comfortable with the UNIX/Linux command line<br>🔶 Comfortable taking the lead on projects and working without lots of oversight<br>🔶 Good English (both written and spoken)<br><br><b>Will be a plus</b><br>🔶 Experience in writing JavaScript applications<br>🔶 Experience with data processing pipelines and API integrations<br>🔶 Python web frameworks (e.g. Django, Flask)<br>🔶 Experience in Test-Driven Development and pair programming<br><br><b>Your responsibilities</b><br><br>🔶 End-to-end product development<br>🔶 Write reusable and maintainable code<br>🔶 Write tests to thoroughly validate your code correctness<br>🔶 Actively contribute to the identification of problems and their solutions<br>🔶 Collaborate in a cross-functional team to ensure the project meets business objectives and compliance standards<br>🔶 Work in a flat-structured company<br><br><b>We offer</b><br><br>🔷 Outstanding development culture bit.ly/rw-devculture<br>🔷 Collaborate with us remotely from any location or in one of our offices (Kyiv/Krakow) bit.ly/rw-remotecollab<br>🔷 We offer flexible hours<br>🔷 Get competitive compensation, access to savings program and microcredits<br>🔷 Phantom Stock Units to reward your contribution<br>🔷 Thanks to our hardware policy, we use the best equipment and can regularly update it<br>🔷 34 days a year as a paid time off (24 standard days + 10 more to cover public holidays)<br>🔷 Health policy budget will cover your private sports and healthcare expenses<br>🔷 Participate in local and international conferences<br>🔷 Our offices are equipped with modern ergonomic chairs and standing desks<br>🔷 You can always find fresh food and drinks in our kitchen",15:47 07.03.2024,30,3
Python developer / middle,dZENcode,"<b>Необхідні навички:</b><br>- Досвід в IT компанії на Python - від 3+ року;<br>- Знання фреймворку Django;<br>- Впевнене знання Python3;<br>- Відмінне знання мови програмування Python;<br>- Досвід вирішення завдань, пов'язаних з асинхронним програмуванням.<br><br><b>Обов'язки:</b><br>- Проектування і розробка нових та існуючих проектів;<br>- Розробка API для клієнтських додатків і сервісів;<br>- Участь в оцінюванні проєктів;<br>- Відповідальність за свою роботу.<br><br><b>Буде плюсом:</b><br>- Знання AWS;<br>- Досвід роботи з noSQL.<br>- Розмовна Англійська.<br><br><b>Ми пропонуємо:</b><br>- П'ятиденка, 8 годинний робочий день;<br>- Відпустка 2+ тижні від Вашого середньорічного результату роботи;<br>- Гнучкий графік, будь-який день можна зробити днем відпочинку (вирішили питання лікарняних і на ""свій рахунок"") або ще однією відпусткою :)<br>- Гідна заробітна плата, яка розраховується відповідно до ваших результатів відповідно до ваших знань та досвіду;<br>- Індексація заробітної плати відповідно до результатів роботи, оплачувані овертайми.",19:28 04.03.2024,170,20
Senior Software Engineer ( Python/ .Net),N-iX,"At 118 118 Money, we help people every day. Our innovative personal loans and revolutionary credit cards have been game changers in the UK financial services space, giving folks access to the affordable credit that we believe they deserve. Our customers are at the heart of everything we do and we are continually looking for ways to do things better, in order to do that we’re scaling up our technology team — that’s where you come in! The company’s technology landscape is going through an exciting transition and you have a great opportunity in helping define the core foundations of a leading Fintech disruptor.<br><br><b>The Role </b><br><br>This is a great opportunity for Senior .NET software Engineer with Python experience to join a talented Software Development team. You will bring with you prior experience of developing Web API based applications written in .NET Framework or .NET Core, you will be working with Python as well. Front-end development experience is also beneficial. <br><br><b>Requirements:</b><br><br>A minimum of 6 years of software development experience<br>Proven experience in building large-scale client-side solutions using Python, .Net<br>Rich experience creating REST-based web-services<br>Experience in Angular or willingness to learn<br>Experience with of SQL and/or NoSQL databases<br>Experience in Continuous Integration and Continuous Delivery practices <br>Clear understanding of Agile/SCRUM methodology<br>Knowledge of design and architectural patterns<br>Confidence in English for daily interactions<br><br><b>Responsibilities:</b><br><br>Build robust and scalable software, refactor and perform code review<br>Solve complex performance problems and architectural challenges<br>Work with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution<br>Analyze challenging problems and successfully deliver results<br><br><b>Personal attributes:</b><br><br>Self-organizing problem solver<br>Able to think outside the box (open thinking)<br>Strong ability to work effectively with both local and remote colleagues. Collaborating, motivating and energizing others<br>Possess the drive and enthusiasm required to build and deploy high quality, cutting edge software<br>Attention to detail<br>Always looking to continuously improve and learn new technologies<br>Excellent verbal and written communication skills<br>Be active in the development community, contributing to blogs, researching or Opensource<br>Show maturity and calmness when placed in high pressure and demanding situations such as delivery deadlines<br>Enjoy working in a fast-paced environment<br><br><b>We offer:</b><br><br>Flexible working format - remote, office-based or flexible<br>A competitive salary and good compensation package<br>Personalized career growth<br>Professional development tools (mentorship program, tech talks and trainings, centers of excellence, and more)<br>Active tech communities with regular knowledge sharing<br>Education reimbursement<br>Paid vacation days, sick leaves, and days off<br>Healthcare & Sport program<br>Medical insurance<br>Memorable anniversary presents<br>Corporate events and team buildings",17:44 04.03.2024,75,7
Senior Python Backend Engineer,Develux,"<b>What are we doing?</b><br>Develux is an IT consulting and software development company with products for the US market and outsourcing services worldwide. The company has been on the market since 2014 and has achieved perfect results in our four business units. We have 350+ goal-oriented, passionate specialists who are open to new challenges.<br><br><b>How old is the project? What stage is it at?</b><br>We are in the ed-tech space helping hundreds of thousands of students deal with academic hurdles and questions. We have been around since 2014, overgrowing every year. Furthermore, we are currently working on expanding the functionality of our product, all while focusing on improving customer experience and increasing our financial metrics.<br>Our company is a B2B2C educational platform that provides academic paper writing services. Our clients can choose the type of work, set requirements and deadlines, and choose the author. In addition, online chat allows customers and authors to communicate with each other to clarify.<br>We also provide services for checking papers for plagiarism, editing and correcting text, and training and advice on improving research paper writing skills. Our team of writers consists of only the best experts, who are rigorously screened and constantly improve their skills.<br>Our platform also provides the opportunity to receive feedback from authors and ask for technical support and help in choosing the best work.<br>We constantly improve our platform and services to provide our customers with the highest convenience and quality.<br>Our support team is always available to help customers with any questions regarding our platform. We strive to ensure that our clients have only a positive experience with us and recommend us to their friends and colleagues.<br><br><b>What do you need to do?</b><br>Write clean and well-structured code that is easy to read and maintain.<br>Use version control to manage code changes and collaborate with other developers.<br>Follow security best practices when handling sensitive data or user information.<br>Use automated testing tools to ensure code quality and reduce the risk of bugs.<br>Document your code and write clear and concise comments.<br>Use modular design principles to make your code more flexible and reusable.<br>Stay up-to-date with the latest industry trends and technologies.<br>Use design patterns and best practices to make your application more maintainable and extensible.<br>Technologies:<br>Python 3.x, DRF, Django Channels, Redis, PostgreSQL, Elasticsearch, AWS<br><br><b>Work experience:</b><br>5+ years of commercial experience with Python 3;<br>1+ years of experience with designing, implementing REST API (DRF, Fast API);<br>Experience working with relational and NoSQL databases(PostgreSQL, MongoDB);<br>Experience working on Linux, Docker;<br>Clear understanding of high-quality code, unit testing, software design and design patterns;<br>Exceptional problem-solving, technical and data analysis skills;<br>Experience with Scrum/Agile methodology, CI/CD.<br>Qualities: Star performer, Team player, Fast, Strong ownership<br>Additional hard skills:<br>Some experience with Elasticsearch;<br>Experience with Kubernetes, Clouds(AWS/GCP)<br>Questions and Answers:<br>- Does the job come with a probation period, and if so, how long does it last?Yes, there is a three-month probation period.<br>- What is the expected work schedule?<br>Full-time, flexible, please start no later than 11:00 (on average 8 hours per day). The office in Kyiv is open from 9:00 to 20:00. You can work remotely and also you can choose hybrid mode where you can combine working on-site and remotely.<br>- How many vacation and sick days are provided?<br>Annual paid vacation – 21 working days; Paid confirmed sick leave; 6 unconfirmed sick days/days off a year.<br><br><b>What social package and benefits are offered?</b><br>- English courses (up to 80 USD/month after successful completion of the probation period)<br>- Compensation for the cost of a subscription sports center (up to 80 USD/month after successful completion of the probation period)<br>- Medical insurance (50% after successful completion of the probation period) or $200 a year for health care<br>- Corporate events<br><br><b>Hiring process:</b><br>HR-call with Recruiter<br>Interview with the Hiring manager (1 hour)<br>Trial day<br>Reference check<br>Proposal for cooperation with Develux<br>We believe that people with different perspectives and lived experiences drive the company to create unique solutions.<br><br><b>Please note that feedback with results of the CV review will be provided only in the event of a decision to further consider your candidacy.<br>Otherwise, your data will be retained in the company's CV database, and we will gladly contact you if a suitable vacancy becomes available. The consideration period is 10 working days.</b>",17:34 04.03.2024,247,52
